Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,midsize car,7,23,32,26,5,No,333
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,333
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,333
JAGUAR XF,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KJLXJ02.0RTX,midsize car,7,23,33,27,6,No,333
JAGUAR XF,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KJLXJ02.0RTX,midsize car,7,23,33,27,6,No,333
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,small car,5,24,31,26,5,No,334
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,small car,5,24,31,26,5,No,334
AUDI A6,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,midsize car,5,24,31,27,5,No,334
AUDI A6,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,midsize car,5,24,31,27,5,No,334
AUDI S3,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV02.0A7N,small car,5,23,32,26,5,No,334
AUDI S3,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV02.0A7N,small car,5,23,32,26,5,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTKXV02.5EGA,small car,5,23,32,27,5,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTKXV02.5EGA,small car,5,23,32,27,5,No,334
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV02.0M48,small car,3,23,32,26,5,No,334
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,NBMXV02.0M48,small car,3,23,32,26,5,No,334
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV02.0M48,small car,3,23,32,26,5,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXV02.5EGA,small car,5,23,32,27,6,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXV02.5EGA,small car,5,23,32,27,6,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,small SUV,7,24,31,26,5,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTKXV02.5FFA,small car,3,23,32,27,6,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTKXV02.5FFA,small car,3,23,32,27,6,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTKXV02.5CDA,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTKXV02.5CDA,small SUV,7,24,31,26,5,No,334
MINI John Cooper Works GP,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MBMXV02.0M48,small car,3,24,30,26,5,No,334
MINI John Cooper Works GP,2,4,SemiAuto-8,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,MBMXV02.0M48,small car,3,24,30,26,5,No,334
MINI John Cooper Works GP,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MBMXV02.0M48,small car,3,24,30,26,5,No,334
BMW Z4 M40i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LBMXJ03.0B5X,small car,5,24,31,26,5,No,334
BMW Z4 M40i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LBMXJ03.0B5X,small car,5,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small SUV,7,24,31,26,5,No,334
MERCEDES-BENZ AMG A35 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXV02.0U3A,small car,5,24,31,27,6,No,334
MERCEDES-BENZ AMG A35 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXV02.0U3A,small car,5,24,31,27,6,No,334
MERCEDES-BENZ CLS450,3,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LMBXV03.0HY4,small car,6,24,31,26,5,No,334
MERCEDES-BENZ CLS450,3,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LMBXV03.0HY4,small car,6,24,31,26,5,No,334
TOYOTA Supra 3.0,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,24,31,26,5,No,334
TOYOTA Supra 3.0,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,24,31,26,5,No,334
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT01.5090,small SUV,5,25,30,27,6,No,334
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT01.5090,small SUV,5,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KKMXV02.0BF3,station wagon,7,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KKMXV02.0BF3,station wagon,7,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.0BF5,station wagon,5,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.0BF5,station wagon,5,25,30,27,6,No,334
MERCEDES-BENZ CLS450,3,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KMBXV03.0HY4,small car,6,24,31,26,5,No,334
MERCEDES-BENZ CLS450,3,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KMBXV03.0HY4,small car,6,24,31,26,5,No,334
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.5EP5,large car,5,23,33,27,5,No,335
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.5EP5,large car,5,23,33,27,5,No,335
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXT02.5CDA,small SUV,7,24,30,27,5,No,335
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXT02.5CDA,small SUV,7,24,30,27,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NVGAJ02.0A7G,station wagon,5,24,30,26,5,No,335
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NVGAJ02.0A7G,station wagon,5,24,30,26,5,No,335
AUDI A6,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NVGAJ02.0A7G,midsize car,5,23,32,26,5,No,335
AUDI A6,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NVGAJ02.0A7G,midsize car,5,23,32,26,5,No,335
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0B5X,small car,5,23,32,26,5,No,335
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0B5X,small car,5,23,32,26,5,No,335
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NHYXV02.5EP5,large car,5,23,33,27,6,No,335
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NHYXV02.5EP5,large car,5,23,33,27,6,No,335
MINI Cooper S Clubman,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,midsize car,7,23,33,26,5,No,335
MINI Cooper S Clubman,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,midsize car,7,23,33,26,5,No,335
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXV02.0B46,small car,7,23,33,26,5,No,335
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXV02.0B46,small car,7,23,33,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MVGAJ02.0A7G,station wagon,5,24,30,26,5,No,335
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MVGAJ02.0A7G,station wagon,5,24,30,26,5,No,335
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MBMXV02.0M48,small car,3,23,32,26,5,No,335
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,MBMXV02.0M48,small car,3,23,32,26,5,No,335
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MBMXV02.0M48,small car,3,23,32,26,5,No,335
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV02.5EP5,large car,5,23,33,27,6,No,335
HYUNDAI Sonata,2.5,4,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV02.5EP5,large car,5,23,33,27,6,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MFJXJ02.5BUY,station wagon,6,24,31,26,5,No,335
BMW M235i,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV02.0M48,small car,3,23,32,26,5,No,335
BMW M235i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV02.0M48,small car,3,23,32,26,5,No,335
JAGUAR XF 30t,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXJ02.0RTX,midsize car,7,23,31,26,5,No,335
JAGUAR XF 30t,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXJ02.0RTX,midsize car,7,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,24,31,26,5,No,335
KIA Soul,1.6,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KKMXV01.6BA6,station wagon,3,24,30,27,6,No,335
KIA Soul,1.6,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KKMXV01.6BA6,station wagon,3,24,30,27,6,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,station wagon,6,24,31,26,5,No,335
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PJLXJ02.0RTX,midsize car,7,23,32,26,5,No,336
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PJLXJ02.0RTX,midsize car,7,23,32,26,5,No,336
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXV01.5B36,midsize car,7,23,31,26,5,No,336
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXV01.5B36,midsize car,7,23,31,26,5,No,336
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXJ02.0RTX,midsize car,7,23,32,26,5,No,336
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXJ02.0RTX,midsize car,7,23,32,26,5,No,336
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXT02.0500,small SUV,7,24,30,26,5,No,336
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXT02.0500,small SUV,7,24,30,26,5,No,336
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MJLXJ02.0RTX,midsize car,7,23,32,26,5,No,336
JAGUAR XF P250,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MJLXJ02.0RTX,midsize car,7,23,32,26,5,No,336
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MBMXV02.0B46,small car,7,23,32,26,5,No,336
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MBMXV02.0B46,small car,7,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV02.4LBM,small car,3,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV02.4LBM,small car,3,23,32,26,5,No,336
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LGMXT02.0400,small SUV,6,24,30,26,5,No,336
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LGMXT02.0400,small SUV,6,24,30,26,5,No,336
MERCEDES-BENZ E350,2,4,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LMBXJ02.0U3A,midsize car,6,23,32,26,5,No,336
MERCEDES-BENZ E350,2,4,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LMBXJ02.0U3A,midsize car,6,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV02.4VH3,small car,3,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV02.4VH3,small car,3,23,32,26,5,No,336
BMW X1 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,large car,7,23,32,26,5,No,336
BMW X1 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,large car,7,23,32,26,5,No,336
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT02.0400,small SUV,6,24,30,26,5,No,336
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT02.0400,small SUV,6,24,30,26,5,No,336
INFINITI QX50,2,4,SCV-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KNSXT02.0PVA,small SUV,5,24,31,27,6,No,336
INFINITI QX50,2,4,SCV-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KNSXT02.0PVA,small SUV,5,24,31,27,6,No,336
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV02.0AAB,small car,3,23,31,26,5,No,337
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV02.0AAB,small car,3,23,31,26,5,No,337
BUICK Envision,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PGMXT02.0500,small SUV,7,23,31,26,5,No,337
BUICK Envision,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PGMXT02.0500,small SUV,7,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXT02.5CDA,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXT02.5CDA,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PTKXT02.5DNM,small SUV,6,24,30,26,5,No,337
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMBXJ02.0U3B,small SUV,5,23,32,26,5,No,337
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMBXJ02.0U3B,small SUV,5,23,32,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMTXT01.5G5P,small SUV,5,25,28,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMTXT01.5G5P,small SUV,5,25,28,26,5,No,337
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
SUBARU Legacy,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFJXJ02.4RAB,large car,6,23,31,26,5,No,337
SUBARU Legacy,2.4,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFJXJ02.4RAB,large car,6,23,31,26,5,No,337
VOLVO S90 B6,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PVVXJ02.0S30,midsize car,7,23,32,26,5,No,337
VOLVO S90 B6,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PVVXJ02.0S30,midsize car,7,23,32,26,5,No,337
AUDI TTS Coupe quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV02.0AAB,small car,3,23,31,26,5,No,337
AUDI TTS Coupe quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV02.0AAB,small car,3,23,31,26,5,No,337
BMW M340i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M340i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M440i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M440i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXT02.5CDB,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXT02.5CDB,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NTKXT02.5DNM,small SUV,6,24,30,26,5,No,337
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXJ02.0U3B,small SUV,5,23,32,26,5,No,337
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMBXJ02.0U3B,small SUV,5,23,32,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMTXT01.5G5P,small SUV,5,25,28,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMTXT01.5G5P,small SUV,5,25,28,26,5,No,337
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MBMXV03.0G2X,midsize car,5,23,31,26,5,No,337
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MBMXV03.0G2X,midsize car,5,23,31,26,5,No,337
